Field Activity Id,Field Activity Type Code,cre_dt,Latitude For Service Point,Longitude For Service Point,Premise Address Line 1,Premise City,Premise State,Premise Unit Zip Code
3324139167,NMRLAG,2022-05-05,30.2050478,-81.7193928,7928 MALTA CT,JACKSONVILLE,FL,32244
4325071963,NMRLAG,2022-05-05,30.204526,-81.7177745,7970 MALTA CT,JACKSONVILLE,FL,32244
4489407139,NMRLAG,2022-05-05,30.217247,-81.7334087,5900 TOWNSEND RD APT 832,JACKSONVILLE,FL,32244
4508395632,NMRLAG,2022-05-05,30.2174847,-81.722282,5402 TURKEY CREEK CT,JACKSONVILLE,FL,32244
4971777315,NMRLAG,2022-05-05,30.2166629,-81.7237323,5446 TURKEY CREEK RD,JACKSONVILLE,FL,32244
6021505253,NMRLAG,2022-05-05,30.2436011,-81.6915203,5719 SALERNO RD,JACKSONVILLE,FL,32244
7259200444,NMRLAG,2022-05-05,30.20585,-81.7220102,7925 ORTEGA BLUFF PKWY,JACKSONVILLE,FL,32244
8107661209,NMRLAG,2022-05-05,30.2158477,-81.72744,5598 SHADY PINE ST S,JACKSONVILLE,FL,32244
8458617970,NMRLAG,2022-05-05,30.2180703,-81.7051233,4811 MANVILLE CIR,JACKSONVILLE,FL,32244
9252262712,NMRLAG,2022-05-05,30.2333699,-81.7388834,6405 BLANDING BLVD APT 2,JACKSONVILLE,FL,32244
3343777243,NMRLAG,2022-05-05,30.2836819,-81.7114404,4140 SHIRLEY AVE,JACKSONVILLE,FL,32210
3510656562,NMRLAG,2022-05-05,30.2721933,-81.7034762,2925 CORINTHIAN AVE,JACKSONVILLE,FL,32210
6677012192,NMRLAG,2022-05-05,30.2703187,-81.7038809,4242 ORTEGA BLVD APT 21,JACKSONVILLE,FL,32210
8324310237,NMRLAG,2022-05-05,30.2725809,-81.7009289,4115 ORTEGA BLVD,JACKSONVILLE,FL,32210
0040034634,NMRLAG,2022-05-05,30.2516871,-81.7379716,5023 PERRINE DR,JACKSONVILLE,FL,32210
0717500955,NMRLAG,2022-05-05,30.2670592,-81.7030911,4529 COUNTRY CLUB RD,JACKSONVILLE,FL,32210
2620949816,NMRLAG,2022-05-05,30.2475993,-81.7299762,5675 TIMUQUANA RD STE 5,JACKSONVILLE,FL,32210
4683978895,NMRLAG,2022-05-05,30.2487836,-81.6993759,4529 BLOUNT AVE,JACKSONVILLE,FL,32210
0757765785,NMRLAG,2022-05-05,30.2537954,-81.7277575,4906 RED PINE CT,JACKSONVILLE,FL,32210
1418993375,NMRLAG,2022-05-05,30.2862938,-81.7170036,4344 BEVERLY AVE,JACKSONVILLE,FL,32210
1746004238,NMRLAG,2022-05-05,30.2479999,-81.7050234,4733 TIMUQUANA RD,JACKSONVILLE,FL,32210
2950241854,NMRLAG,2022-05-05,30.2594186,-81.7365344,5902 SWAMP FOX RD,JACKSONVILLE,FL,32210
3010205151,NMRLAG,2022-05-05,30.2559109,-81.7432228,4736 BLANDING BLVD,JACKSONVILLE,FL,32210
2765218674,NMRLAG,2022-05-05,30.2602519,-81.7330787,5647 SWAMP FOX RD,JACKSONVILLE,FL,32210
4692568290,NMRLAG,2022-05-05,30.2636038,-81.7325557,4254 CONFEDERATE POINT RD,JACKSONVILLE,FL,32210
5495867134,NMRLAG,2022-05-05,30.266828,-81.7077426,2948 IROQUOIS AVE,JACKSONVILLE,FL,32210
5692187265,NMRLAG,2022-05-05,30.2497179,-81.7404969,6037 TRANSYLVANIA AVE,JACKSONVILLE,FL,32210
6215246601,NMRLAG,2022-05-05,30.2490483,-81.6966478,5435 DELLA ROBBIA WAY,JACKSONVILLE,FL,32210
6641503009,NMRLAG,2022-05-05,30.2487944,-81.7040251,4715 BLOUNT AVE,JACKSONVILLE,FL,32210
7526616119,NMRLAG,2022-05-05,30.2544694,-81.6973607,5123 ORTEGA BLVD,JACKSONVILLE,FL,32210
8043859133,NMRLAG,2022-05-05,30.2521428,-81.7277738,5111 ACOMA AVE,JACKSONVILLE,FL,32210
9666339787,NMRLAG,2022-05-05,30.2793656,-81.7165354,4328 COLONIAL AVE,JACKSONVILLE,FL,32210
0435731584,NMRLAG,2022-05-05,30.21958,-81.7287181,6992 LAFAYETTE PARK DR,JACKSONVILLE,FL,32244
1034575664,NMRLAG,2022-05-05,30.2022335,-81.7156402,8156 TESSA TE E,JACKSONVILLE,FL,32244
1256568700,NMRLAG,2022-05-05,30.2221074,-81.728132,6922 LAFAYETTE PARK DR,JACKSONVILLE,FL,32244
1538209871,NMRLAG,2022-05-05,30.2348388,-81.721994,6347 CATOMA ST,JACKSONVILLE,FL,32244
4167710488,NMRLAG,2022-05-05,30.3452362,-81.6861313,1662 HIRAM ST,JACKSONVILLE,FL,32209
4829092197,NMRLAG,2022-05-05,30.202404,-81.7161416,5338 LACY JANE WAY,JACKSONVILLE,FL,32244
6345681187,NMRLAG,2022-05-05,30.2177816,-81.7331847,5900 TOWNSEND RD APT 422,JACKSONVILLE,FL,32244
6595805076,NMRLAG,2022-05-05,30.2386339,-81.7213789,5350 TEQUESTA CT,JACKSONVILLE,FL,32244
8531751682,NMRLAG,2022-05-05,30.2223648,-81.7253413,5529 LAFAYETTE PARK DR N,JACKSONVILLE,FL,32244
9215016881,NMRLAG,2022-05-05,30.2425585,-81.7261673,5830 LISKA DR,JACKSONVILLE,FL,32244
9351050191,NMRLAG,2022-05-05,30.2468464,-81.7289002,5515 ARVA CIR,JACKSONVILLE,FL,32244
4853196804,NMRLAG,2022-05-05,30.2673062,-81.7031847,4237 FAIRWAY DR,JACKSONVILLE,FL,32210
8225464478,NMRLAG,2022-05-05,30.276826,-81.7030245,3963 MCGIRTS BV,JACKSONVILLE,FL,32210
0029755350,NMRLAG,2022-05-05,30.2491341,-81.736888,5946 CREEKSIDE CROSSING DR,JACKSONVILLE,FL,32210
0077305266,NMRLAG,2022-05-05,30.2591889,-81.7058603,4714 WAVERLY LN,JACKSONVILLE,FL,32210
1250041930,NMRLAG,2022-05-05,30.2555994,-81.6958167,5025 PIRATES COVE RD,JACKSONVILLE,FL,32210
1814729046,NMRLAG,2022-05-05,30.2658615,-81.740808,4015 RENDALE DR,JACKSONVILLE,FL,32210
2766338397,NMRLAG,2022-05-05,30.2481724,-81.6990074,4512 BLOUNT AVE,JACKSONVILLE,FL,32210
2947622288,NMRLAG,2022-05-05,30.2477947,-81.7148678,5123 TIMUQUANA RD APT 2,JACKSONVILLE,FL,32210
3308493935,NMRLAG,2022-05-05,30.2572017,-81.7016178,4606 ARGONNE LN,JACKSONVILLE,FL,32210
7958331204,NMRLAG,2022-05-05,30.2617514,-81.7053497,4648 WATER OAK LN,JACKSONVILLE,FL,32210
8466049267,NMRLAG,2022-05-05,30.2573133,-81.7349129,5735 LA MOYA AVE,JACKSONVILLE,FL,32210
9855608268,NMRLAG,2022-05-05,30.2550454,-81.705837,5063 CHARLEMAGNE RD,JACKSONVILLE,FL,32210
0032300427,NMRLAG,2022-05-05,30.2177816,-81.7331847,5900 TOWNSEND RD APT 421,JACKSONVILLE,FL,32244
1205104112,NMRLAG,2022-05-05,30.2439155,-81.7303543,5679 BRYNER DR,JACKSONVILLE,FL,32244
1976364027,NMRLAG,2022-05-05,30.2165982,-81.7338693,5900 TOWNSEND RD APT 1036,JACKSONVILLE,FL,32244
5201612337,NMRLAG,2022-05-05,30.2406423,-81.7364641,5924 110TH ST,JACKSONVILLE,FL,32244
5843283775,NMRLAG,2022-05-05,30.2086345,-81.715142,5324 MARSALA LN,JACKSONVILLE,FL,32244
6482598101,NMRLAG,2022-05-05,30.2385835,-81.7190352,6096 DAVON ST,JACKSONVILLE,FL,32244
0475321370,NMRLAG,2022-05-05,30.2623823,-81.7346308,5729 FORT SUMTER RD,JACKSONVILLE,FL,32210
0626743192,NMRLAG,2022-05-05,30.2495954,-81.7361692,5911 CREEKSIDE CROSSING DR,JACKSONVILLE,FL,32210
1139225850,NMRLAG,2022-05-05,30.2505609,-81.6955468,4338 DEMEDICI AVE,JACKSONVILLE,FL,32210
0122181106,NMRLAG,2022-05-05,30.2496886,-81.7285601,5233 TIMAWATHA AVE,JACKSONVILLE,FL,32210
1893623669,NMRLAG,2022-05-05,30.2487964,-81.7010957,4611 BLOUNT AVE,JACKSONVILLE,FL,32210
4865751786,NMRLAG,2022-05-05,30.286166,-81.7172466,4349 IRVINGTON AVE,JACKSONVILLE,FL,32210
5624838683,NMRLAG,2022-05-05,30.2568508,-81.6973078,4997 ORTEGA BLVD,JACKSONVILLE,FL,32210
6682002023,NMRLAG,2022-05-05,30.2482515,-81.7149157,5101 TIMUQUANA RD APT 2,JACKSONVILLE,FL,32210
6988868305,NMRLAG,2022-05-05,30.2489318,-81.7394649,6011 103RD ST APT 6,JACKSONVILLE,FL,32210
7495385866,NMRLAG,2022-05-05,30.2657102,-81.7003384,4638 ORTEGA BLVD,JACKSONVILLE,FL,32210
8603841797,NMRLAG,2022-05-05,30.2575206,-81.6933788,4255 YACHT CLUB RD,JACKSONVILLE,FL,32210
0521574886,NMRLAG,2022-05-05,30.2196908,-81.7265945,5563 WESTLAND STATION RD,JACKSONVILLE,FL,32244
1624121888,NMRLAG,2022-05-05,30.2174315,-81.722956,5420 TURKEY CREEK CT,JACKSONVILLE,FL,32244
2067348106,NMRLAG,2022-05-05,30.2435089,-81.7288217,5622 BRYNER DR,JACKSONVILLE,FL,32244
2096595035,NMRLAG,2022-05-05,30.2116699,-81.7216982,5567 CASAVEDRA CT,JACKSONVILLE,FL,32244
2338817834,NMRLAG,2022-05-05,30.2419535,-81.7261787,5854 LISKA DR,JACKSONVILLE,FL,32244
2630601614,NMRLAG,2022-05-05,30.2140671,-81.7182585,5519 ORTEGA BLUFF LN,JACKSONVILLE,FL,32244
3498746261,NMRLAG,2022-05-05,30.2186367,-81.7346632,5900 TOWNSEND RD APT 515,JACKSONVILLE,FL,32244
4052988285,NMRLAG,2022-05-05,30.2365507,-81.7191946,6247 LAMAR DR E,JACKSONVILLE,FL,32244
5813888717,NMRLAG,2022-05-05,30.2159054,-81.7042847,7405 PALM HILLS DR,JACKSONVILLE,FL,32244
6778088194,NMRLAG,2022-05-05,30.2435139,-81.726434,5520 BENNINGTON DR,JACKSONVILLE,FL,32244
6890122382,NMRLAG,2022-05-05,30.350783,-81.6657184,2120 JAMES HALL DR,JACKSONVILLE,FL,32209
7677530290,NMRLAG,2022-05-05,30.2451069,-81.7311928,5712 FISHING PEN CREEK CT APT 2,JACKSONVILLE,FL,32244
3074740845,NMRLAG,2022-05-05,30.2834647,-81.711442,4143 LEXINGTON AVE,JACKSONVILLE,FL,32210
3755527897,NMRLAG,2022-05-05,30.2836983,-81.709942,1908 WOODMERE DR,JACKSONVILLE,FL,32210
9331650548,NMRLAG,2022-05-05,30.2691729,-81.7105371,4807 ROOSEVELT BLVD,JACKSONVILLE,FL,32210
1514022571,NMRLAG,2022-05-05,30.2713949,-81.7036637,2934 CORINTHIAN AVE,JACKSONVILLE,FL,32210
0411249585,NMRLAG,2022-05-05,30.2486826,-81.6919739,4211 GARIBALDI AVE,JACKSONVILLE,FL,32210
2554039156,NMRLAG,2022-05-05,30.2531533,-81.6961574,4365 VENETIA BLVD,JACKSONVILLE,FL,32210
5255135251,NMRLAG,2022-05-05,30.2504913,-81.6936366,4216 DEMEDICI AVE,JACKSONVILLE,FL,32210
6425423805,NMRLAG,2022-05-05,30.2634084,-81.73308,4211 SAINT FRANCIS CIR,JACKSONVILLE,FL,32210
6742834522,NMRLAG,2022-05-05,30.2510286,-81.7503056,5120 DUGDALE RD,JACKSONVILLE,FL,32210
7178861286,NMRLAG,2022-05-05,30.2657011,-81.7106962,4626 NOTTINGHAM RD,JACKSONVILLE,FL,32210
7526076484,NMRLAG,2022-05-05,30.2565111,-81.7264124,4656 TWELVE OAKS CT,JACKSONVILLE,FL,32210
0806428458,NMRLAG,2022-05-05,30.2027789,-81.7169768,5361 LACY JANE WAY,JACKSONVILLE,FL,32244
1102402152,NMRLAG,2022-05-05,30.2439098,-81.7264432,5525 BENNINGTON DR,JACKSONVILLE,FL,32244
3325405417,NMRLAG,2022-05-05,30.207833,-81.7184158,5434 BRISTOL BAY LN S,JACKSONVILLE,FL,32244
8495890110,NMRLAG,2022-05-05,30.2447099,-81.7129266,5059 HAVENWOOD OAKS TER,JACKSONVILLE,FL,32244
9443315899,NMRLAG,2022-05-05,30.2106941,-81.7344998,7519 CLUB DUCLAY DR,JACKSONVILLE,FL,32244
9826798558,NMRLAG,2022-05-05,30.243844,-81.7253461,5750 CALVARY DR,JACKSONVILLE,FL,32244
1615506486,NMRLAG,2022-05-05,30.2771747,-81.7005497,2906 GRAND AVE,JACKSONVILLE,FL,32210
4546193544,NMRLAG,2022-05-05,30.2771589,-81.6978473,3861 ORTEGA BLVD,JACKSONVILLE,FL,32210
5847721109,NMRLAG,2022-05-05,30.2836353,-81.7189643,4434 SHIRLEY AVE,JACKSONVILLE,FL,32210
5136593240,NMRLAG,2022-05-05,30.252545,-81.6998744,4576 LONG BOW RD S,JACKSONVILLE,FL,32210
6625607841,NMRLAG,2022-05-05,30.2492466,-81.7361141,5912 CREEKSIDE CROSSING DR,JACKSONVILLE,FL,32210
7376512683,NMRLAG,2022-05-05,30.2810844,-81.7195523,4411 ROOSEVELT BLVD,JACKSONVILLE,FL,32210
7770579630,NMRLAG,2022-05-05,30.248235,-81.6934276,4256 GARIBALDI AVE,JACKSONVILLE,FL,32210
0795055602,NMRLAG,2022-05-05,30.203977,-81.7191096,8012 CORKY CT E,JACKSONVILLE,FL,32244
1067764988,NMRLAG,2022-05-05,30.3307813,-81.6987122,104 KING ST STE 1000,JACKSONVILLE,FL,32204
1923781593,NMRLAG,2022-05-05,30.2179986,-81.7082287,5013 HOMECREST CIR,JACKSONVILLE,FL,32244
4395061855,NMRLAG,2022-05-05,30.2199646,-81.7238135,6993 DEER ISLAND RD,JACKSONVILLE,FL,32244
4718219073,NMRLAG,2022-05-05,30.2101442,-81.7345115,7611 CLUB DUCLAY DR,JACKSONVILLE,FL,32244
5439132376,NMRLAG,2022-05-05,30.243886,-81.7312091,5716 SEABOARD AVE,JACKSONVILLE,FL,32244
5642445850,NMRLAG,2022-05-05,30.2036734,-81.7173157,5359 BEATLE CT,JACKSONVILLE,FL,32244
6094066643,NMRLAG,2022-05-05,30.2214748,-81.7281653,6940 LAFAYETTE PARK DR,JACKSONVILLE,FL,32244
6623901376,NMRLAG,2022-05-05,30.2432051,-81.6960363,5907 ROOSEVELT BLVD STE 7,JACKSONVILLE,FL,32244
7941882745,NMRLAG,2022-05-05,30.2444054,-81.7163351,5202 107TH ST,JACKSONVILLE,FL,32244
8803515476,NMRLAG,2022-05-05,30.2172995,-81.7328614,5900 TOWNSEND RD APT 934,JACKSONVILLE,FL,32244
8973199082,NMRLAG,2022-05-05,30.2172995,-81.7328614,5900 TOWNSEND RD APT 936,JACKSONVILLE,FL,32244
9348416510,NMRLAG,2022-05-05,30.2171796,-81.7222734,5407 TURKEY CREEK RD,JACKSONVILLE,FL,32244
9612278964,NMRLAG,2022-05-05,30.2179947,-81.7299918,7028 SHADY PINE ST W,JACKSONVILLE,FL,32244
9522781592,NMRLAG,2022-05-05,30.2511138,-81.6996268,5400 WATER OAK LN UNIT 303,JACKSONVILLE,FL,32210
9021571868,NMRLAG,2022-05-05,30.2554487,-81.7393901,4717 WESCONNETT BLVD,JACKSONVILLE,FL,32210
9068146985,NMRLAG,2022-05-05,30.2573017,-81.7355241,5803 LA MOYA AVE,JACKSONVILLE,FL,32210
0420833997,NMRLAG,2022-05-05,30.2460252,-81.7267628,5610 MARATHON PKWY,JACKSONVILLE,FL,32244
0630669060,NMRLAG,2022-05-05,30.245456,-81.7267649,5648 MARATHON PKWY,JACKSONVILLE,FL,32244
0645925002,NMRLAG,2022-05-05,30.2350621,-81.7158779,6317 COMMODORE DR,JACKSONVILLE,FL,32244
0825809679,NMRLAG,2022-05-05,30.3179453,-81.684892,2107 DELLWOOD AVE,JACKSONVILLE,FL,32204
1213922449,NMRLAG,2022-05-05,30.2432051,-81.6960363,5907 ROOSEVELT BLVD APT 200,JACKSONVILLE,FL,32244
1896926259,NMRLAG,2022-05-05,30.2415486,-81.7346974,5860 OAKLANE DR,JACKSONVILLE,FL,32244
1970600913,NMRLAG,2022-05-05,30.2465887,-81.7267765,5524 MARATHON PKWY,JACKSONVILLE,FL,32244
2176307362,NMRLAG,2022-05-05,30.2186367,-81.7346632,5900 TOWNSEND RD APT 522,JACKSONVILLE,FL,32244
3127158524,NMRLAG,2022-05-05,30.2030781,-81.7185649,8055 CORKY CT E,JACKSONVILLE,FL,32244
3805055485,NMRLAG,2022-05-05,30.2446131,-81.6920119,4211 RAPALLO RD,JACKSONVILLE,FL,32244
7331440410,NMRLAG,2022-05-05,30.2031479,-81.7223767,8056 PINEVERDE LN,JACKSONVILLE,FL,32244
9319967526,NMRLAG,2022-05-05,30.2186367,-81.7346632,5900 TOWNSEND RD APT 537,JACKSONVILLE,FL,32244
9451415055,NMRLAG,2022-05-05,30.2163485,-81.7047184,7396 PALM HILLS DR,JACKSONVILLE,FL,32244
4438511531,NMRLAG,2022-05-05,30.2807001,-81.6978882,3775 ORTEGA BLVD,JACKSONVILLE,FL,32210
5933571441,NMRLAG,2022-05-05,30.2842788,-81.7184368,4417 SHIRLEY AVE,JACKSONVILLE,FL,32210
6333085264,NMRLAG,2022-05-05,30.270408,-81.70323384,4242 ORTEGA BLVD,JACKSONVILLE,FL,32210
0226649933,NMRLAG,2022-05-05,30.2490883,-81.7437676,5324 BLANDING BV APT 10,JACKSONVILLE,FL,32210
1756177464,NMRLAG,2022-05-05,30.2523464,-81.7202946,5176 BIG FOREST LN,JACKSONVILLE,FL,32210
2878267028,NMRLAG,2022-05-05,30.2488849,-81.7301789,5326 SAGINAW AVE,JACKSONVILLE,FL,32210
3423966027,NMRLAG,2022-05-05,30.2630267,-81.7334826,4227 SAINT FRANCIS CIR,JACKSONVILLE,FL,32210
5648713309,NMRLAG,2022-05-05,30.2502162,-81.6957376,4345 DAVINCI AVE,JACKSONVILLE,FL,32210
5850972222,NMRLAG,2022-05-05,30.2522304,-81.7041985,5187 CHARLEMAGNE RD,JACKSONVILLE,FL,32210
6751763633,NMRLAG,2022-05-05,30.2492518,-81.7537504,6703 103RD ST,JACKSONVILLE,FL,32210
7201354760,NMRLAG,2022-05-05,30.2625928,-81.7407106,4328 BLANDING BLVD,JACKSONVILLE,FL,32210
8569423487,NMRLAG,2022-05-05,30.2594096,-81.7361891,5898 SWAMP FOX RD,JACKSONVILLE,FL,32210
2313841573,NMRLAG,2022-05-05,30.2157742,-81.7332363,5900 TOWNSEND RD APT 1411,JACKSONVILLE,FL,32244
2545594657,NMRLAG,2022-05-05,30.2435122,-81.7267411,5530 BENNINGTON DR,JACKSONVILLE,FL,32244
5685392481,NMRLAG,2022-05-05,30.2058884,-81.720032,5389 VIVERA LN,JACKSONVILLE,FL,32244
5954166017,NMRLAG,2022-05-05,30.2181396,-81.7246929,5477 SHADY PINE ST S,JACKSONVILLE,FL,32244
7875155604,NMRLAG,2022-05-05,30.2172547,-81.726586,5543 SHADY PINE ST S,JACKSONVILLE,FL,32244
7985071186,NMRLAG,2022-05-05,30.2182978,-81.7348,5900 TOWNSEND RD APT 638,JACKSONVILLE,FL,32244
7995075531,NMRLAG,2022-05-05,30.2216981,-81.726071,5562 LAFAYETTE PARK DR N,JACKSONVILLE,FL,32244
8629682365,NMRLAG,2022-05-05,30.2176344,-81.7104961,5056 GREENWAY DR N,JACKSONVILLE,FL,32244
9981619963,NMRLAG,2022-05-05,30.2154806,-81.7050573,7426 PALM HILLS DR,JACKSONVILLE,FL,32244
2611902923,NMRLAG,2022-05-05,30.2672563,-81.7017115,4564 ORTEGA BLVD,JACKSONVILLE,FL,32210
8628574214,NMRLAG,2022-05-05,30.2644364,-81.7106903,4660 IVANHOE RD,JACKSONVILLE,FL,32210
0579527705,NMRLAG,2022-05-05,30.2528028,-81.7076864,5066 ORTEGA FOREST DR,JACKSONVILLE,FL,32210
0877685781,NMRLAG,2022-05-05,30.2486788,-81.6926928,4233 GARIBALDI AVE,JACKSONVILLE,FL,32210
1155193113,NMRLAG,2022-05-05,30.249148,-81.760269,7071 103RD ST,JACKSONVILLE,FL,32210
2856822554,NMRLAG,2022-05-05,30.2529926,-81.7040867,5171 CHARLEMAGNE RD,JACKSONVILLE,FL,32210
7842747076,NMRLAG,2022-05-05,30.2518609,-81.6956605,4366 ROMA BLVD,JACKSONVILLE,FL,32210
8165621454,NMRLAG,2022-05-05,30.2581473,-81.7067745,4743 PRINCE EDWARD RD,JACKSONVILLE,FL,32210
9621710296,NMRLAG,2022-05-05,30.2550435,-81.7061854,5053 CHARLEMAGNE RD,JACKSONVILLE,FL,32210
1769321931,NMRLAG,2022-05-05,30.3196762,-81.6929794,2603 ROSSELLE ST,JACKSONVILLE,FL,32204
2094178790,NMRLAG,2022-05-05,30.2439148,-81.7285017,5617 BRYNER DR,JACKSONVILLE,FL,32244
2547735243,NMRLAG,2022-05-05,30.241421,-81.7349023,5865 110TH ST,JACKSONVILLE,FL,32244
3497818294,NMRLAG,2022-05-05,30.2079113,-81.719173,5454 BRISTOL BAY LN S,JACKSONVILLE,FL,32244
3929795103,NMRLAG,2022-05-05,30.2164974,-81.7277899,5609 SHADY PINE ST S,JACKSONVILLE,FL,32244
3983371669,NMRLAG,2022-05-05,30.223715,-81.7037271,4616 SUBCHASER CT,JACKSONVILLE,FL,32244
4880976489,NMRLAG,2022-05-05,30.2453351,-81.7140025,5628 ORTEGA FARMS BV,JACKSONVILLE,FL,32244
5964549828,NMRLAG,2022-05-05,30.2021539,-81.7216351,8131 PINEVERDE LN,JACKSONVILLE,FL,32244
7037104969,NMRLAG,2022-05-05,30.2020243,-81.7232074,8107 DONEGAL LN,JACKSONVILLE,FL,32244
8062299321,NMRLAG,2022-05-05,30.2051236,-81.7181144,7963 MALTA CT,JACKSONVILLE,FL,32244
8341566045,NMRLAG,2022-05-05,30.217101,-81.7048789,7359 PALM HILLS DR,JACKSONVILLE,FL,32244
9296111101,NMRLAG,2022-05-05,30.2435071,-81.7291352,5630 BRYNER DR,JACKSONVILLE,FL,32244
9430816301,NMRLAG,2022-05-05,30.2344841,-81.7219946,6365 CATOMA ST,JACKSONVILLE,FL,32244
9956782667,NMRLAG,2022-05-05,30.2382281,-81.714137,6143 SABRE DR,JACKSONVILLE,FL,32244
3312780514,NMRLAG,2022-05-05,30.2509986,-81.7153695,5153 SALONIKA LN,JACKSONVILLE,FL,32210
4985063612,NMRLAG,2022-05-05,30.253529,-81.7035395,4965 LONG BOW RD,JACKSONVILLE,FL,32210
7655747469,NMRLAG,2022-05-05,30.2487974,-81.702448,4651 BLOUNT AVE,JACKSONVILLE,FL,32210
7876071280,NMRLAG,2022-05-05,30.2482266,-81.6939881,4202 GARIBALDI AVE,JACKSONVILLE,FL,32210
8205196254,NMRLAG,2022-05-05,30.2613748,-81.71547,4556 ORTEGA ISLAND DR N,JACKSONVILLE,FL,32210
9437036338,NMRLAG,2022-05-05,30.2587831,-81.7046158,4632 PRINCE EDWARD RD,JACKSONVILLE,FL,32210
0347412467,NMRLAG,2022-05-05,30.2116373,-81.7344941,5831 JASON DR,JACKSONVILLE,FL,32244
2553784763,NMRLAG,2022-05-05,30.2160073,-81.7042506,7401 PALM HILLS DR,JACKSONVILLE,FL,32244
2573901946,NMRLAG,2022-05-05,30.2430894,-81.7315643,5736 TALTON LN,JACKSONVILLE,FL,32244
3278752647,NMRLAG,2022-05-05,30.2155726,-81.709408,7252 GREENWAY DR,JACKSONVILLE,FL,32244
3327403509,NMRLAG,2022-05-05,30.2420875,-81.7253452,5846 CALVARY DR,JACKSONVILLE,FL,32244
3438621638,NMRLAG,2022-05-05,30.2439645,-81.7245625,5745 CALVARY DR,JACKSONVILLE,FL,32244
6494186867,NMRLAG,2022-05-05,30.2161133,-81.7335617,5900 TOWNSEND RD APT 1318,JACKSONVILLE,FL,32244
7596771848,NMRLAG,2022-05-05,30.2171648,-81.7289155,7126 SHADY PINE CT,JACKSONVILLE,FL,32244
7629774070,NMRLAG,2022-05-05,30.3248887,-81.6962077,386 SMITH ST,JACKSONVILLE,FL,32204
8837165924,NMRLAG,2022-05-05,30.2430897,-81.7245565,5793 CALVARY DR,JACKSONVILLE,FL,32244
8841164683,NMRLAG,2022-05-05,30.2177816,-81.7331847,5900 TOWNSEND RD APT 411,JACKSONVILLE,FL,32244
9026248486,NMRLAG,2022-05-05,30.2442852,-81.6911007,5655 SALERNO RD,JACKSONVILLE,FL,32244
9225691719,NMRLAG,2022-05-05,30.2212076,-81.7237783,6937 DEER ISLAND RD,JACKSONVILLE,FL,32244
0070652366,NMRLAG,2022-05-05,30.2844525,-81.7188499,4432 MARQUETTE AVE,JACKSONVILLE,FL,32210
1127943946,NMRLAG,2022-05-05,30.2842806,-81.7176131,4361 SHIRLEY AVE,JACKSONVILLE,FL,32210
3422937969,NMRLAG,2022-05-05,30.2758775,-81.7065816,4114 MCGIRTS BLVD,JACKSONVILLE,FL,32210
7662726584,NMRLAG,2022-05-05,30.2835144,-81.7119081,4157 LEXINGTON AVE,JACKSONVILLE,FL,32210
8633135222,NMRLAG,2022-05-05,30.2673406,-81.704452,4465 COUNTRY CLUB RD,JACKSONVILLE,FL,32210
7915401789,NMRLAG,2022-05-05,30.2419562,-81.694248,4252 SALERNO RD S,JACKSONVILLE,FL,32244
8017020036,NMRLAG,2022-05-05,30.2215117,-81.7319016,5727 CAYO COSTA PARK CT,JACKSONVILLE,FL,32244
3888786673,NMRLAG,2022-05-05,30.270035,-81.7039676,4242 ORTEGA BLVD APT 15,JACKSONVILLE,FL,32210
1819540641,NMRLAG,2022-05-05,30.2506155,-81.7504259,5141 WITBY AVE,JACKSONVILLE,FL,32210
1934551917,NMRLAG,2022-05-05,30.2511966,-81.731136,5154 SEABOARD AV,JACKSONVILLE,FL,32210
2949860334,NMRLAG,2022-05-05,30.264235,-81.7000904,4312 PAWNEE ST,JACKSONVILLE,FL,32210
3386302995,NMRLAG,2022-05-05,30.2613749,-81.740692,4408 BLANDING BLVD,JACKSONVILLE,FL,32210
3548550871,NMRLAG,2022-05-05,30.2479724,-81.6926625,4235 TIMUQUANA RD,JACKSONVILLE,FL,32210
4185692244,NMRLAG,2022-05-05,30.24972,-81.6928743,4220 DAVINCI AVE,JACKSONVILLE,FL,32210
5727255715,NMRLAG,2022-05-05,30.2610665,-81.6966788,4839 ORTEGA BLVD,JACKSONVILLE,FL,32210
7722274634,NMRLAG,2022-05-05,30.2477467,-81.7281974,5601 TIMUQUANA RD,JACKSONVILLE,FL,32210
8071503480,NMRLAG,2022-05-05,30.2541907,-81.6913316,5118 YACHT CLUB RD,JACKSONVILLE,FL,32210
8195064257,NMRLAG,2022-05-05,30.2601755,-81.7074701,4738 AVON LN,JACKSONVILLE,FL,32210
9612167952,NMRLAG,2022-05-05,30.2808017,-81.7137164,4390 HERSCHEL ST,JACKSONVILLE,FL,32210
0738908556,NMRLAG,2022-05-05,30.2426397,-81.7245594,5817 CALVARY DR,JACKSONVILLE,FL,32244
1752204658,NMRLAG,2022-05-05,30.2455305,-81.7321524,5739 FISHING PEN CREEK CT APT 3,JACKSONVILLE,FL,32244
4388219285,NMRLAG,2022-05-05,30.2108418,-81.7336714,7515 MCCOWAN DR,JACKSONVILLE,FL,32244
5041151724,NMRLAG,2022-05-05,30.2053201,-81.7178689,5342 VIVERA LN,JACKSONVILLE,FL,32244
7942549756,NMRLAG,2022-05-05,30.2079178,-81.7343715,7728 MCCOWAN DR,JACKSONVILLE,FL,32244
